code,term
P541.,Interventricular septal defect
P542.,Right sided atrium connecting to left ventricle
P543.,Eisenmenger's complex
P544.,Vent septal defect between left ventricle and right atrium
P545.,Small ventricular septal defect
P54y.,Other specified ventricular septal defect
P54z.,Ventricular septal defect NOS
P550.,Septal def: [interaur][atrial NOS][auric NOS][interatr NEC]
P553.,Lutembacher's syndrome
P56..,Endocardial cushion defects
P560.,"Endocardial cushion defects, unspecified"
P56y.,Other specified endocardial cushion defects
P56z.,Endocardial cushion defects NOS
P56z2,Common atrioventricular-type ventricular septal defect
P57..,Cor biloculare
P5y..,Other heart bulb and septal closure defect
P5z..,Heart bulb or septal closure defects NOS
P6...,Other congenital heart anomalies
P60..,Congenital pulmonary valve abnormality
P600.,"Pulmonary valve anomaly, unspecified"
P601.,Congenital atresia of the pulmonary valve
P6010,Hypoplasia of pulmonary valve
P601z,Congenital atresia of pulmonary valve NOS
P602.,Congenital pulmonary valve stenosis
P6020,Congenital fusion of pulmonic cusps
P6021,Congenital fusion of pulmonary valve segment
P602z,Congenital pulmonary stenosis NOS
P603.,(Right hypoplastic heart synd) or (pseudotruncus arteriosus)
P60z.,Other pulmonary valve anomalies
P60z0,Congenital insufficiency of the pulmonary valve
P60z1,Fallot's trilogy
P60z2,Supernumerary pulmonary valve cusps
P60zz,Other pulmonary valve anomaly NOS
P61..,Congenital tricuspid atresia and stenosis
P610.,Tricuspid atresia
P611.,Congenital tricuspid stenosis
P61z.,Congenital tricuspid atresia or stenosis NOS
P62..,Ebstein's anomaly of tricuspid valve
P63..,Congenital aortic valve stenosis
P64..,Congenital aortic valve insufficiency
P640.,"Congenital aortic valve insufficiency, unspecified"
P641.,Bicuspid aortic valve
P64z.,Congenital aortic valve insufficiency NOS
P65..,Congenital mitral stenosis
P650.,"Congenital mitral stenosis, unspecified"
P651.,Fused commissure of the mitral valve
P652.,Parachute malformation of mitral valve
P653.,Supernumerary cusps of the mitral valve
P65z.,Congenital mitral stenosis NOS
P66..,Congenital mitral regurgitation
P67..,Hypoplastic left heart syndrome
P6y..,Other specified heart anomalies
P6y0.,Subaortic stenosis
P6y1.,Cor triatriatum
P6y2.,Pulmonary infundibular stenosis
P6y3.,Obstructive heart anomaly NEC
P6y30,Paper thin right ventricle
P6y3z,Obstructive heart anomaly NEC NOS
P6y4.,Coronary artery abnormality
P6y40,Congenital absence of coronary artery
P6y41,Single coronary artery
P6y42,Coronary artery from aorta
P6y43,Anomalous origin of coronary artery from pulmonary trunk
P6y44,Anomalous congen coronary communication (& arteriovenous)
P6y45,Congenital coronary aneurysm
P6y46,Congenital stricture of coronary artery
P6y4z,Coronary artery anomaly NOS
P6y60,Heart predominantly in right hemithorax
P6y62,Mesocardia
P6y63,Extrathoracic heart
P6y64,Abdominal heart
P6y6z,Heart or cardiac apex malposition NOS
P6yy.,(Specif heart anom ([vars]) or (hypoplast aort orif/valve)
P6yy0,Atresia of cardiac vein
P6yy1,Hypoplasia of cardiac vein
P6yy2,Congenital cardiomegaly
P6yy3,Congenital left ventricular diverticulum
P6yy5,Congenital anomaly of myocardium
P6yy6,Congenital aneurysm of heart
P6yy7,Atresia of heart valve NEC
P6yy8,Cor triloculare
P6yy9,Congenital epicardial cyst
P6yyA,Hemicardia
P6yyB,Supernumerary heart valve cusps NEC
P6yyD,Fusion of heart valve cusps NEC (& [tricuspid])
P6yyz,Other specified heart anomalies NOS
P6z..,(Congenital heart anomaly NOS) or (Chiari's malformation)
P6z0.,Unspecified anomaly of heart valve
P6z2.,Acyanotic congenital heart disease NOS
P6zz.,Congenital heart anomaly NOS
P71..,Aortic coarctation
P710.,"Hypoplasia of aortic arch, unspecified"
P713.,Interrupted aortic arch
P71z.,Coarctation of aorta NOS
P72..,(Other anomalies aorta) or (anomalies aorta excl coarction)
P720.,"Anomaly of aorta, unspecified"
P7210,Anomalous origin of the aortic arch
P7211,Aorta [dextraposition] or [overriding]
P7212,(Double aortic arch) or (vascular ring)
P7214,Persistent aortic arch convolutions
P7215,Persistent right aortic arch
P7216,"Vascular ring, aorta"
P7217,Overriding aorta
P721z,Aortic arch anomalies NOS
P722.,Atresia and stenosis of aorta
P7220,Congenital absence of aorta
P7221,Aplasia of aorta
P7224,Aortic stenosis: [supra-valvula] or [congenital ascending]
P7225,Atresia of aorta
P722z,Atresia or stenosis of aorta NOS
P72z.,Other anomalies of aorta NOS
P72z0,Sinus of Valsalva aneurysm
P73..,Pulmonary artery abnormality
P730.,"Pulmonary artery anomaly, unspecified"
P731.,Pulmonary artery absent
P732.,Pulmonary artery atresia
P733.,Coarctation of the pulmonary artery
P734.,Pulmonary artery hypoplasia
P735.,Pulmonary artery: [stenosis] or [congenital stricture]
P738.,Atresia of pulmonary artery with septal defect
P73y.,Other specified anomaly of pulmonary artery
P73z.,Pulmonary artery anomaly NOS
P74..,Anomalies of great veins
P740.,"Anomaly of great veins, unspecified"
P7400,"Anomaly of the pulmonary veins, unspecified"
P7401,"Anomaly of the vena cava, unspecified"
P740z,"Unspecified anomaly of the great veins, NOS"
P741.,Total anomalous pulmonary venous connection
P7410,Subdiaphragmatic total anomalous pulmonary venous return
P7411,Supradiaphragmatic total anomalous pulmonary venous return
P741z,Total anomalous pulmonary venous return NOS
P74z0,Absence of inferior vena cava
P74z1,Absence of superior vena cava
P74z2,Congenital inferior vena cava stenosis
P74z3,Congenital superior vena cava stenosis
P74z4,Persistent left posterior cardinal vein
P74z5,Persistent left superior vena cava
P74z6,Scimitar syndrome
P74z7,Transposition of pulmonary veins
P74z8,Pulmonary vein atresia
P74zz,Other great vein anomaly NOS
PK34.,Situs inversus with levocardia
PK35.,Kartageners syndrome
PKy71,Holt-Oram syndrome
PKyz1,Acardia
Pyu20,[X]Other cong malformatn of cardiac chambers & connections
Pyu21,[X]Other congenital malformations of cardiac septa
Pyu22,[X]Other congenital malformations of pulmonary valve
Pyu23,[X]Other congenital malformations of tricuspid valve
Pyu24,[X]Other congenital malformations of aortic & mitral valves
Pyu25,[X]Other specified congenital malformations of the heart
Pyu26,[X]Other congenital malformations of aorta
Pyu27,[X]Other congenital malformations of pulmonary artery
Pyu28,[X]Other congenital malformations of great arteries
Pyu29,[X]Other congenital malformations of great veins
Pyu2G,"[X]Congenital malformation of tricuspid valve, unspecified"
Pyu2H,[X]Congenital malformation of aortic and mitral valves unsp
Pyu2J,"[X]Congenital malformation of great arteries, unspecified"
Q200.,Subdural and cerebral haemorrhage due to birth trauma
Q411.,Perinatal intraventricular haemorrhage
Q412.,Perinatal subarachnoid haemorrhage
Q4120,Subarachnoid haemorrhage due to birth injury
Q48y1,Congenital cardiac failure
R0542,[D]Gangrene of toe in diabetic
R0543,[D]Widespread diabetic foot gangrene
R0550,[D]Failure of peripheral circulation
S62..,(Haemor foll inj: [named variants]) or (traum cerebral haem)
S620.,Haemorrh: [closed traum subarach] or [mid mening follow inj]
S6200,Subarachnoid h'ge inj no open intracran wound + unspec consc
S6201,Subarachnoid h'ge inj no open intracran wnd+no loss consc
S6202,Subarachnoid h'ge inj no open intracran wnd+<1hr loss consc
S6203,Subarachnoid h'ge inj no open intracran wound + 1-24hr LOC
S6204,Subarachnoid h'ge inj no open intracran wnd+>24 LOC+recovery
S6205,Subarach h'ge inj no open intracran wnd+>24hrs LOC-restored
S6206,Subarach h'ge inj no open intracran wnd+LOC unspec duration
S620z,Subarach h'ge inj no open intracran wnd + concussion unspec
S621.,Open traumatic subarachnoid haemorrhage
S6210,Subarachnoid h'ge inj + open intracran wound + unspec consc
S6211,Subarachnoid h'ge inj + open intracranial wound + no LOC
S6212,Subarachnoid h'ge inj + open intracran wound+<1hr loss consc
S6213,Subarachnoid h'ge inj + open intracran wnd+1-24hr loss consc
S6214,Subarach h'ge inj + open intracran wnd +>24hr LOC + recovery
S6215,Subarach h'ge inj + open intracran wnd+>24hr LOC -restored
S6216,Subarach h'ge inj + open intracran wnd+LOC unspec duration
S621z,Subarachnoid h'ge inj + open intracran wnd+concussion unspec
S62z.,Cerebral haemorrhage following injury NOS
S63..,Other cerebral haemorrhage following injury
S6300,Oth cerebral h'ge inj no open intracran wnd+unspec consc
S6301,Oth cerebral h'ge inj no open intracranial wnd+no loss consc
S6302,Oth cerebral h'ge inj no open intracran wnd+<1hr loss consc
S6303,Oth cerebral h'ge inj no open intracran wnd+1-24hr LOC
S6304,Oth cereb h'ge inj no open intracran wnd+>24hr LOC +recovery
S6305,Oth cereb h'ge inj no open intracran wnd+>24hr LOC -restored
S6306,Oth cereb h'ge inj no open intracran wnd+LOC unspec duration
S630z,Oth cereb h'ge inj no open intracran wnd+concussion unspec
S631.,Other cerebral h'ge after injury + open intracranial wound
S6310,Oth cerebral h'ge inj + open intracran wnd + unspec consc
S6311,Oth cerebral h'ge inj + open intracranial wnd+no loss consc
S6312,Oth cerebral h'ge inj + open intracran wnd+<1hr loss consc
S6313,Oth cerebral h'ge inj + open intracran wnd+1-24hr loss consc
S6314,Oth cereb h'ge inj + open intracran wnd+>24hr LOC + recovery
S6315,Oth cereb h'ge inj + open intracran wnd+>24hr LOC -restored
S6316,Oth cereb h'ge inj + open intracran wnd+LOC unspec duration
S631z,Oth cereb h'ge inj + open intracran wnd+concussion unspec
S63z.,Other cerebral haemorrhage following injury NOS
SP003,Mechanical complication of coronary bypass
SP100,Anoxic brain damage complication
SP111,[Cardiac insuffic] or [heart fail] as a complication of care
SP2y1,Postcardiotomy syndrome
TB000,"Heart transplant with complication, without blame"
Ua1eH,Ischaemic chest pain
X00D1,Cerebrovascular accident
X00D3,CVA - cerebral artery occlusion
X00D4,Infarction - precerebral
X00D5,Anterior cerebral circulation infarction
X00D6,Total anterior cerebral circulation infarction
X00D7,Partial anterior cerebral circulation infarction
X00D8,Posterior cerebral circulation infarction
X00D9,Brainstem infarction NOS
X00DA,Lacunar infarction
X00DB,Pure motor lacunar infarction
X00DC,Pure sensory lacunar infarction
X00DD,Pure sensorimotor lacunar infarction
X00DE,Lacunar ataxic hemiparesis
X00DF,Dysarthria-clumsy hand syndrome
X00DG,Multi-infarct state
X00DI,Haemorrhagic cerebral infarction
X00DJ,Anterior cerebral circulation haemorrhagic infarction
X00DK,Posterior cerebral circulation haemorrhagic infarction
X00DL,Massive supratentorial cerebral haemorrhage
X00DM,Lobar cerebral haemorrhage
X00DN,Subcortical cerebral haemorrhage
X00DO,Thalamic haemorrhage
X00DP,Lacunar haemorrhage
X00DQ,Brainstem haemorrhage
X00DR,Stroke of uncertain pathology
X00DS,Anterior circulation stroke of uncertain pathology
X00DT,Posterior circulation stroke of uncertain pathology
X00Df,Subarachnoid haemorrhage from rupt arteriovenous malformat
X00Dg,Subarachnoid haemorrhage due to ruptured aneurysm
X00Ds,Heredit cerebral haemorrhage with amyloidosis - Dutch type
X00tE,Coronary artery bypass grafting
X00tG,Coronary artery bypass graft x 1
X00tH,Coronary artery bypass grafts x 2
X00tI,Coronary artery bypass grafts x 3
X00tJ,Coronary artery bypass grafts x 4
X00tK,Coronary artery bypass grafts x 5
X00tL,Coronary artery bypass grafts greater than 5
X00tM,Endarterectomy of coronary artery
X00tN,Open coronary artery endarterectomy
X00tO,Percutaneous endarterectomy of coronary artery
X00tP,Percutaneous directional coronary atherectomy
X00tQ,Percutaneous low speed rotational coronary atherectomy
X00tR,Percutaneous high speed rotational coronary atherectomy
X00tS,Angioplasty of coronary artery
X00tT,Percutaneous thrombolysis of coronary artery
X00tU,Insertion of coronary artery stent
X00tX,Angioscopy of coronary artery
X00tY,Patch repair of coronary artery
X00tZ,Operation for coronary artery fistula
X00ta,Open operation for coronary artery fistula
X00tb,Embolisation of coronary artery fistula
X00tc,Ligation of coronary artery
X00td,Reimplantation of coronary artery
X00te,Removal of foreign body from coronary artery
X010U,Repair of Fallot-type double outlet right ventricle
X010l,Repair of double outlet right ventricle
X010m,Rastelli operation
X010n,Rev operation
X0111,Take down of total cavopulmonary connection
X015H,Reconstruction of common iliac artery
X015R,Other bypass of superficial femoral artery
X015S,Other bypass of popliteal artery
X015T,Other bypass of femoral artery
X015U,Other bypass of deep femoral artery
X015V,Other bypass of common femoral artery
X015W,Other bypass of femoral or popliteal artery by anastomosis
X015X,Other emergency bypass of femoral artery
X015Y,Other emergency bypass of superficial femoral artery
X015Z,Other emergency bypass of popliteal artery
X015a,Other emergency bypass of deep femoral artery
X015b,Other emergency bypass of common femoral artery
X015c,Other emerg bypass femoral or popliteal art by anastomosis
X015h,Other bypass of iliac artery by anastomosis
X0160,Axillofemoral bypass graft
X016n,Insertion common iliac artery stent
X016o,Insertion of external iliac artery stent
X102X,Acute pulmonary oedema
X102Y,Acute cardiac pulmonary oedema
X2006,Triple vessel disease of the heart
X2007,Angina at rest
X2008,Stable angina
X2009,Unstable angina
X200A,New onset angina
X200B,Coronary spasm
X200C,Myocardial ischaemia
X200D,Silent myocardial ischaemia
X200E,Myocardial infarction
X200G,Acute Q wave infarction - anteroseptal
X200H,Acute non-Q wave infarction - anteroseptal
X200I,Acute Q wave infarction - anterolateral
X200J,Acute non-Q wave infarction - anterolateral
X200K,Acute inferior myocardial infarction
X200L,Acute Q wave infarction - inferior
X200M,Acute non-Q wave infarction - inferior
X200N,Acute Q wave infarction - inferolateral
X200O,Acute non-Q wave infarction - inferolateral
X200P,Acute lateral myocardial infarction
X200Q,Acute Q wave infarction - lateral
X200R,Acute non-Q wave infarction - lateral
X200S,Acute widespread myocardial infarction
X200T,Acute Q wave infarction - widespread
X200U,Acute non-Q wave infarction - widespread
X200V,Acute posterior myocardial infarction
X200W,Old anterior myocardial infarction
X200X,Old inferior myocardial infarction
X200Y,Old lateral myocardial infarction
X200Z,Old posterior myocardial infarction
X200a,Silent myocardial infarction
X200b,Accelerated coronary artery disease in transplanted heart
X200c,Cardiac syndrome X
X200d,Post-infarction ventricular septal defect
X200e,Cardiac rupture after acute myocardial infarction
X200v,Familial mitral valve prolapse
X200x,Post-infarction mitral papillary muscle rupture
X2010,Congenital mitral valve abnormality
X2018,Congenital aortic regurgitation
X201B,Congenital aortic valve abnormality
X201F,Congenital tricuspid regurgitation
X201H,Congenital tricuspid valve abnormality
X201M,Congenital pulmonary regurgitation
X201W,Congestive obstructive cardiomyopathy
X201X,Fatty degeneration heart
X201Y,Hypertrophic cardiomyopathy
X201Z,Secondary dilated cardiomyopathy
X201a,Post-myocarditic cardiomyopathy
X201b,Cardiomyopathy in the puerperium
X201c,Familial dilated cardiomyopathy
X201d,Restrictive cardiomyopathy without endomyocardial fibrosis
X201e,Familial restrictive cardiomyopathy
X201f,Specific heart muscle disorder
X201g,Chronic myocardial disorder due to chemical/external agent
X201h,Drug-induced specific heart muscle disorder
X201u,Post-infarction pericarditis
X202R,Lone atrial fibrillation
X202S,Non-rheumatic atrial fibrillation
X202k,Heart failure as a complication of care
X202l,Right ventricular failure
X202q,Mural thrombus
X202r,Post-infarction mural thrombus
X202s,Intracardiac thrombosis in low output state
X203E,Chronic cor pulmonale
X203H,Eisenmenger's syndrome
X203L,Aortoiliac atherosclerosis
X203Q,Peripheral ischaemia
X203T,Lower limb ischaemia
X203U,Critical lower limb ischaemia
X203k,Coronary embolus
X203v,Coronary artery thrombosis
X204F,Ruptured cerebral aneurysm
X204f,Coronary artery dissection
X204q,Coronary artery rupture
X204x,Coronary artery perforation
X205P,Coronary steal syndrome
X207c,Congenital abnormality of great veins and coronary sinus
X40AV,Congenital heart disease in pregnancy
X50Be,Mixed arteriovenous leg ulcer
X50Bf,Ischaemic leg ulcer
X50Bg,Ischaemic foot ulcer
X50Bk,Neuroischaemic foot ulcer
X708p,Severe scapuloperoneal muscular dystrophy wth cardiomyopathy
X70MZ,Syphilitic coronary artery disease
X776w,Right ventricular fibromuscular infundibular stenosis
X776x,Right ventricular muscular infundibular stenosis
X777h,Bicuspid doming of aortic cusp
X778Q,Coronary artery occluded
X778W,Coronary graft stenosis
X778X,Coronary graft occluded
X778j,Aortic root congenital abnormality
X77Cr,Q wave height
X77Cs,Q wave height increased
X77Ct,Q wave height decreased
X77DK,Q wave shape
X77Ut,Claudication distance
X77tW,Congenital heart disease
X77tX,Fusion of tricuspid valve cusps NEC
X77tY,Congenital insufficiency of heart valve NEC
X77tZ,Hypoplasia of heart NOS
X77ta,"Congenital heart disease, septal and bulbar anomalies"
X77td,Congenital cardiac rotation
X77th,Congenital abnormality of relationship of cardiac component
X77ti,Abnormal relationship of right ventricle to left ventricle
X77tj,Criss-cross heart
X77tk,Abnormal relationship of aortic orifice to pulmonary orifice
X77tl,Mirror-imaged heart
X77tm,Congenital abnormality of cardiac connection
X77to,Abnormal atrioventricular connection
X77tp,Abnormal atrioventricular connection - biventricular
X77tq,Cor triloculare biventriculare
X77tr,Discordant atrioventricular connection
X77tt,Ambiguous atrioventricular connection
X77tu,Absent atrioventricular connection with straddling valve
X77tv,Abnormal atrioventricular connection - univentricular
X77tw,Double inlet ventricle
X77tx,Double inlet right ventricle
X77ty,Double inlet left ventricle
X77tz,Double inlet to ventricle of indeterminate morphology
X77u0,Absent right sided atrioventricular connection
X77u1,Left sided atrium connecting to left ventricle
X77u2,Left sided atrium connecting to right ventricle
X77u3,Left sided atrium connecting to both ventricles
X77u4,Lt side atrium connecting ventricle indeterminate morphology
X77u5,Absent left sided atrioventricular connection
X77u6,Right sided atrium connecting to right ventricle
X77u7,Right sided atrium connecting to both ventricles
X77u8,Rt sided atrium connectng ventricle indeterminate morphology
X77u9,Abnormal ventriculoarterial connection
X77uB,Transposition of aorta
X77uC,Discordt ventric/arterial connct + concordt atriovent connct
X77uE,Double outlet rt ventricle + subaort ventriculr septl defect
X77uF,Double outlet rt vent + noncommitted ventriculr septl defect
X77uG,Double outlet rt vent + doubly commit ventric septal defect
X77uH,Double outlet left ventricle
X77uI,Double outlet from ventricle of indeterminate morphology
X77uJ,Single outlet ventriculoarterial connection
X77uL,Solitary aortic trunk with pulmonary atresia
X77uM,Solitary pulmonary trunk with aortic atresia
X77uN,Solitary arterial trunk
X77uV,Anomalous insertion right superior vena cava to left atrium
X77uX,Laevoatrial cardinal vein
X77uY,Absent bridging vein
X77uf,Inferior vena cava connecting to morphological left atrium
X77ug,Inferior vena cava connecting to coronary sinus
X77uj,Pulmonary vein abnormality
X77uk,Anomalous termination of right pulmonary vein
X77ul,Anomalous pulmonary venous connection
X77um,Obstructed pulmonary venous connection
X77un,Congenital pulmonary vein stenosis
X77uo,Coronary sinus abnormality
X77up,Coronary sinus defect in left atrium
X77uq,Absent coronary sinus
X77ur,Coronary sinus orifice atresia
X77us,Congenital coronary sinus stenosis
X77ut,Coronary sinus to left ventricle fistula
X77uu,Congenital aneurysm of coronary sinus
X77uv,Ductus venosus abnormality
X77uw,Patent ductus venosus
X77uy,Abnormal connection of hepatic vein to atrium
X77uz,Congenital abnormality of atria and atrial septum
X77v0,Isomerism of atrial appendages
X77v1,Isomerism of right appendage
X77v2,Isomerism of left appendage
X77v3,Mirror imaged atria
X77v6,Obstructive Eustachian valve
X77v7,Prolapse of Eustachian valve
X77v8,Anomalous valve of coronary sinus
X77v9,Filigreed network of venous valves
X77vB,Right atrial appendage absent
X77vC,Right atrial appendage - left - juxtaposition
X77vE,Right atrial endocardial fibroelastosis
X77vF,Right atrial hypoplasia
X77vK,Divided left atrium
X77vL,Supramitral left atrial ring
X77vN,Left atrial appendage absent
X77vO,Left atrial appendage - right - juxtaposition
X77vQ,Left atrial endocardial fibroelastosis
X77vR,Left atrial hypoplasia
X77vW,Premature closure of foramen ovale
X77vX,Foramen ovale valvar aneurysm
X77va,Interauricular septal defect
X77vc,Auricular septal defect NOS
X77vd,Sinus venosus defect
X77ve,Sinus venosus defect with overriding superior vena cava
X77vf,Sinus venosus defect with overriding inferior vena cava
X77vi,Atrioventricular septal defect - isolated atrial component
X77vj,Cong abnorm atrioventricular valves & av septal defect
X77vn,Tricuspid leaflet dysplasia
X77vo,Tricuspid annulus hypoplasia
X77vp,Dilatation of tricuspid annulus
X77vr,Overriding tricuspid valve
X77vs,Straddling tricuspid valve
X77vu,Absent tricuspid leaflet
X77vv,Double orifice of tricuspid valve
X77vx,True cleft of tricuspid leaflet
X77vz,Accessory tissue on tricuspid leaflet
X77w1,Arcade abnormality of tricuspid chordae tendinae
X77w2,Tricuspid chordae tendinae too short
X77w3,Tricuspid chordae tendinae too long
X77w4,Tricuspid chordae tendinae to outlet septum
X77w6,Parachute malformation of tricuspid valve
X77w7,Absent tricuspid papillary muscle
X77w8,Fused tricuspid papillary muscle
X77w9,Hypoplastic tricuspid papillary muscle
X77wB,Mitral atresia
X77wD,Mitral valve dysplasia
X77wE,Mitral leaflet dysplasia
X77wF,Mitral valve hypoplasia
X77wH,Overriding mitral valve
X77wJ,Straddling mitral valve
X77wM,Absent mitral leaflets
X77wN,Double orifice of mitral valve
X77wO,Ebstein-like downward displacement of mitral valve
X77wQ,True cleft of mitral leaflet
X77wS,Anterior leaflet of mitral valve attached to septum
X77wT,Accessory tissue on mitral leaflet
X77wV,Arcade abnormality of mitral chordae tendinae
X77wZ,Absent mitral papillary muscle
X77wa,Fused mitral papillary muscles
X77wb,Hypoplastic mitral papillary muscle
X77wc,Atrioventricular septal defect & common atriovent junction
X77we,Atrioventricular septal defect: isol ventricular component
X77wf,Atrioventriculr sept defect: atrial & ventricular components
X77wg,Atrioventricular septal defect - ventricular component
X77wh,Atriovent sept def - vent comp under sup bridging leaflet
X77wi,Atrioventricular septal defect - Rastelli A
X77wj,Atrioventricular septal defect - Rastelli B
X77wk,Atrioventricular septal defect - Rastelli C
X77wl,Atriovent sept def - vent comp under inf bridging leaflet
X77wm,Malaligned atrial septum
X77wn,Double outlet right atrium
X77wo,Double outlet left atrium
X77wr,Atresia of common atrioventricular valve
X77ws,Imperforate common atrioventricular valve
X77wt,Hypoplasia of common atrioventricular valve
X77wu,Dysplasia of common atrioventricular valve
X77ww,Common atrioventricular valve limited to one ventricle
X77wx,Dilatation of common atrioventricular valve annulus
X77wy,Common atrioventricular valve stenosis
X77wz,Common atrioventricular valve leaflet abnormality
X77x0,Common atrioventricular valve prolapse
X77x1,True cleft of common atrioventricular valve leaflet
X77x2,Accessory tissue on common atrioventricular valve leaflet
X77x3,Double orifice of common atrioventricular valve
X77x4,Triple orifice lt vent component com av valve
X77x5,Ebstein's anomaly of common atrioventricular valve
X77x7,Common atrioventricular valve chordae too short
X77x8,Common atrioventricular valve chordae too long
X77x9,Common atrioventricular valve chordae to outlet septum
X77xA,Arcade abnormality of common atrioventricular valve chordae
X77xC,Parachute malformation of common atrioventricular valve
X77xD,Absent common atrioventricular valve papillary muscle
X77xE,Fused common atrioventricular valve papillary muscle
X77xF,Hypoplastic common atrioventricular valve papillary muscle
X77xH,Right atrioventricular valve atresia
X77xI,Imperforate right atrioventricular valve
X77xJ,Right atrioventricular valve dysplasia
X77xK,Right atrioventricular valve hypoplasia
X77xM,Overriding right atrioventricular valve
X77xP,Straddling right atrioventricular valve
X77xR,Absent right atrioventricular valve leaflets
X77xS,Double orifice of right atrioventricular valve
X77xT,Ebstein's anomaly of right atrioventricular valve
X77xV,True cleft of right atrioventricular valve leaflet
X77xW,Accessory tissue on right atrioventricular valve leaflet
X77xX,Right atrioventricular valve leaflet dysplasia
X77xb,Right atrioventricular valve chordae to outlet septum
X77xc,Arcade abnormality of right atrioventricular valve chordae
X77xe,Parachute malformation of right atrioventricular valve
X77xf,Absent right atrioventricular valve papillary muscle
X77xg,Fused right atrioventricular valve papillary muscles
X77xh,Hypoplastic right atrioventricular valve papillary muscle
X77xj,Left atrioventricular valve atresia
X77xk,Imperforate left atrioventricular valve
X77xl,Left atrioventricular valve dysplasia
X77xm,Left atrioventricular valve hypoplasia
X77xo,Overriding left atrioventricular valve
X77xr,Straddling left atrioventricular valve
X77xt,Absent left atrioventricular valve leaflets
X77xu,Double orifice of left atrioventricular valve
X77xv,Ebstein's anomaly of left atrioventricular valve
X77xx,True cleft of left atrioventricular valve leaflet
X77xy,Accessory tissue on left atrioventricular valve leaflet
X77xz,Left atrioventricular valve leaflet dysplasia
X77y3,Left atrioventricular valve chordae to outlet septum
X77y4,Arcade abnormality of left atrioventricular valve chordae
X77y6,Parachute malformation of left atrioventricular valve
X77y7,Absent left atrioventricular valve papillary muscle
X77y8,Fused left atrioventricular valve papillary muscles
X77y9,Hypoplastic left atrioventricular valve papillary muscle
X77yA,Congenital abnormality of ventricles and ventricular septum
X77yB,Tetralogy of Fallot with pulmonary stenosis
X77yC,Tetralogy of Fallot with pulmonary atresia
X77yD,Dextraposition of aorta in Fallot's tetralogy
X77yE,Ventricular septal defect in Fallot's tetralogy
X77yG,Right ventricular hypoplasia
X77yH,Diffuse hypoplasia of right ventricle
X77yI,Hyoplasia of right ventricular inflow tract
X77yJ,Hypoplasia of right ventricular outflow tract
X77yK,Hypoplasia rt vent outflow tract and trabecular area
X77yN,Primary right ventricular endocardial fibroelastosis
X77yO,Two chambered right ventricle
X77yP,Congenital right ventricular diverticulum
X77yQ,Congenital right ventricular aneurysm
X77yR,Arrythmogenic right ventricular dysplasia
X77yS,Right ventricular outflow tract abnormality
X77yT,Right ventricular outflow tract obstruction
X77yU,Right ventricular outflow obstruction - localised
X77yV,Right ventricular outflow obstruction - tubular
X77yW,Right ventricular outflow tract atresia
X77yX,Right ventricular outflow tract absent
X77yZ,Left ventricular hypoplasia
X77ya,Diffuse hypoplasia of left ventricle
X77yb,Hyoplasia of left ventricular inflow tract
X77yc,Hypoplasia of left ventricular outflow tract
X77yd,Hypoplasia lt ventricular outflow tract and trabecular area
X77yg,Abnormal left ventricular muscle band
X77yh,Primary left ventricular endocardial fibroelastosis
X77yi,Congenital left ventricular aneurysm
X77yj,Left ventricular outflow tract abnormality
X77yk,Left ventricular outflow tract obstruction
X77yl,Left ventricular outflow tract atresia
X77ym,Indeterminate ventricular outflow tract obstruction
X77yo,Multiple ventricular septal defects
X77yp,Restrictive ventricular septal defect
X77yq,Perimembranous ventricular septal defect
X77yr,Perimembr vent sept def extension to rt ventricular inlet
X77ys,Perimemb vent sep def - extens rt vent trabecular component
X77yt,Perimembr vent sept def - extension rt ventricular outlet
X77yu,Perimembr vent sept def - extens to all rt vent components
X77yv,Vent septal defect with malaligned outlet septum to right
X77yw,Vent sept def malalign outlet septum to rt overrid aort valv
X77yx,Vsd with malalign outlt septm to rt overrid pulmonary valve
X77yy,Ventr septal defect with malaligned outlet septum to left
X77yz,Vent sept def malalign outlt septm lt overrid aortic valve
X77z0,Vent sep def with malalign outlt septm lt overrid pulm valve
X77z1,Vent sept def malalign outlt septm & overrid truncal valve
X77z2,Muscular ventricular septal defect
X77z3,Muscular ventricular septal defect in inlet septum
X77z4,Muscular ventriculr septal defect central trabecular septum
X77z5,Musculr ventriculr septal defect in apical trabecular septum
X77z6,Muscular ventricular septal defect in marginal septum
X77z7,Muscular ventricular septal defect in outlet septum
X77z8,Multiple trabecular ventricular septal defect
X77z9,Doubly committed subarterial ventricular septal defect
X77zA,Doubl commit subart vent sept def - membranous septum exten
X77zB,Doubl commit subartl vent sept deft with musc post inf rim
X77zC,Giant ventricular septal defect
X77zD,Abnormal infundibular morphology
X77zE,Subpulmonary infundibulum
X77zF,Subaortic infundibulum
X77zG,Bilateral muscular infundibula
X77zH,Bilateral deficient infundibula
X77zK,Congenital abnormality of arterial valves
X77zL,Truncal valve abnormality
X77zM,Truncal valve dysplasia
X77zN,Truncal valve stenosis
X77zO,Truncal valve regurgitation
X77zP,Truncal valve prolapse
X77zQ,Accessory tissue on truncal valve cusp
X77zR,Pulmonary valve cusp hypoplasia
X77zS,Pulmonary valve ring hypoplasia
X77zT,Commissural fusion of pulmonary valve
X77zU,Pulmonary valve dysplasia
X77zV,Pulmonary valve atresia
X77zX,Pulmonary atresia with intact ventricular septum
